,per_blue_win,per_red_win,minute,predicted_label,label
3908,0.01,0.99,24,0,0
16003,0.39,0.61,13,0,1
8994,0.01,0.99,30,0,0
20653,0.44,0.56,9,0,0
11669,0.69,0.31,19,1,1
5696,0.08,0.92,34,0,0
16579,0.98,0.02,34,1,1
5287,0.52,0.48,7,1,0
14440,0.48,0.52,5,0,0
19408,0.64,0.36,27,1,1
600,0.06,0.94,35,0,0
12848,0.64,0.36,18,1,1
20470,0.5,0.5,1,1,1
18078,0.52,0.48,3,1,1
2093,0.95,0.05,21,1,1
21135,0.42,0.58,0,0,1
8801,0.99,0.01,24,1,1
5739,0.45,0.55,29,0,0
8871,0.69,0.31,17,1,0
7856,0.51,0.49,12,1,0
13815,0.48,0.52,0,0,0
3402,0.27,0.73,28,0,1
16481,0.35,0.65,32,0,0
6059,0.57,0.43,7,1,1
332,0.09,0.91,26,0,1
3057,1.0,0.0,25,1,1
17288,0.56,0.44,1,1,1
5816,0.74,0.26,20,1,1
20511,0.1,0.9,26,0,0
3676,0.56,0.44,21,1,1
8616,0.51,0.49,0,1,0
20464,0.56,0.44,9,1,0
18258,0.79,0.21,19,1,0
1104,0.22,0.78,24,0,0
13492,0.77,0.23,20,1,1
5895,0.76,0.24,17,1,1
10654,0.56,0.44,7,1,1
10761,0.27,0.73,21,0,1
19401,0.55,0.45,2,1,0
2038,0.43,0.57,13,0,0
13361,0.46,0.54,5,0,1
12490,0.71,0.29,17,1,1
10964,0.7,0.3,18,1,1
6673,0.97,0.03,25,1,1
12309,0.01,0.99,30,0,0
12664,0.15,0.85,29,0,0
6112,0.39,0.61,12,0,0
10251,0.98,0.02,28,1,1
10589,0.0,1.0,30,0,0
16261,0.02,0.98,26,0,0
4405,0.51,0.49,6,1,0
14386,0.51,0.49,9,1,1
18619,0.03,0.97,28,0,0
6737,0.08,0.92,30,0,0
14570,0.0,1.0,34,0,0
20240,0.39,0.61,10,0,0
10125,0.82,0.18,18,1,0
10139,0.16,0.84,28,0,0
4339,0.31,0.69,21,0,1
19142,0.49,0.51,7,0,0
15452,0.45,0.55,7,0,1
8631,0.58,0.42,10,1,0
4485,0.39,0.61,15,0,1
1513,0.61,0.39,28,1,0
6332,0.98,0.02,30,1,1
1599,0.51,0.49,16,1,1
8015,0.62,0.38,16,1,0
3214,0.27,0.73,32,0,0
20264,0.66,0.34,8,1,1
13339,0.01,0.99,34,0,0
8854,0.24,0.76,22,0,0
18373,0.69,0.31,18,1,0
11148,0.88,0.12,35,1,1
21085,0.51,0.49,15,1,0
3370,0.0,1.0,30,0,0
11005,0.45,0.55,5,0,1
5950,0.5,0.5,15,1,1
14952,0.79,0.21,16,1,0
16814,0.48,0.52,10,0,1
14093,0.99,0.01,36,1,1
2141,0.66,0.34,34,1,1
11501,0.97,0.03,32,1,1
8240,0.41,0.59,7,0,1
3579,0.59,0.41,19,1,0
18853,0.55,0.45,32,1,1
17562,0.61,0.39,22,1,1
11271,0.52,0.48,21,1,1
1715,0.5,0.5,5,0,1
17347,0.48,0.52,3,0,0
201,0.31,0.69,29,0,0
12473,0.48,0.52,0,0,0
11405,0.53,0.47,3,1,0
17277,0.44,0.56,13,0,1
8842,0.71,0.29,19,1,1
16745,0.9,0.1,27,1,1
18805,0.57,0.43,31,1,1
13872,0.14,0.86,26,0,1
19729,0.58,0.42,15,1,1
14315,0.47,0.53,8,0,1
19458,0.48,0.52,10,0,0
17676,0.38,0.62,12,0,1
7323,0.43,0.57,27,0,1
17269,0.58,0.42,15,1,0
21047,0.02,0.98,23,0,0
20889,0.97,0.03,35,1,1
19019,0.7,0.3,17,1,0
11919,0.3,0.7,25,0,0
2621,0.23,0.77,12,0,0
1282,0.68,0.32,16,1,1
9921,0.4,0.6,11,0,1
7026,0.46,0.54,7,0,0
3880,0.0,1.0,35,0,0
9313,0.68,0.32,23,1,1
13217,0.3,0.7,13,0,1
11508,0.71,0.29,18,1,0
10568,0.62,0.38,33,1,0
134,0.62,0.38,6,1,1
16940,0.17,0.83,24,0,1
3455,0.59,0.41,18,1,1
6899,0.37,0.63,11,0,0
16101,0.48,0.52,3,0,1
10584,0.0,1.0,35,0,0
11245,0.64,0.36,16,1,1
14064,0.99,0.01,32,1,1
13206,0.49,0.51,15,0,0
8474,0.35,0.65,13,0,0
20649,0.77,0.23,16,1,1
18203,0.89,0.11,29,1,0
19874,0.24,0.76,32,0,0
10508,0.5,0.5,0,0,1
1463,0.41,0.59,0,0,1
6632,0.52,0.48,36,1,0
9248,0.02,0.98,31,0,0
19191,0.47,0.53,0,0,0
16458,0.39,0.61,10,0,0
10620,0.34,0.66,6,0,1
8449,0.39,0.61,3,0,1
11087,0.56,0.44,5,1,0
4698,0.4,0.6,13,0,0
4474,0.55,0.45,0,1,1
18592,0.02,0.98,32,0,0
13484,0.15,0.85,34,0,0
9748,0.61,0.39,3,1,1
7910,0.31,0.69,13,0,1
18334,0.02,0.98,31,0,0
21404,0.05,0.95,25,0,0
12048,0.07,0.93,35,0,0
17780,0.45,0.55,7,0,1
6463,0.19,0.81,14,0,0
4084,0.41,0.59,10,0,1
20934,0.49,0.51,2,0,0
18100,0.97,0.03,26,1,1
4111,0.11,0.89,27,0,0
9957,0.62,0.38,0,1,1
15471,0.44,0.56,2,0,1
2247,0.49,0.51,10,0,0
13513,0.45,0.55,20,0,0
9761,0.63,0.37,25,1,0
5492,0.02,0.98,24,0,0
11139,0.15,0.85,28,0,0
3435,0.46,0.54,10,0,1
17105,0.5,0.5,1,0,0
9560,0.41,0.59,34,0,0
755,0.12,0.88,22,0,0
2459,0.99,0.01,34,1,1
4473,0.72,0.28,8,1,1
19491,0.45,0.55,25,0,0
10382,0.41,0.59,5,0,0
14949,0.03,0.97,33,0,0
1960,0.99,0.01,33,1,1
12963,0.9,0.1,22,1,1
16220,0.01,0.99,30,0,0
7336,0.02,0.98,24,0,0
19449,0.49,0.51,15,0,0
8066,0.01,0.99,33,0,0
8011,0.94,0.06,22,1,1
11861,0.51,0.49,6,1,0
19859,0.06,0.94,25,0,0
14182,0.01,0.99,36,0,0
7540,0.7,0.3,25,1,0
2039,0.04,0.96,22,0,0
5044,0.94,0.06,34,1,1
13405,0.54,0.46,2,1,1
5670,0.47,0.53,2,0,0
7302,0.22,0.78,12,0,1
69,0.94,0.06,24,1,0
14575,0.35,0.65,12,0,1
3519,0.49,0.51,0,0,1
11236,0.01,0.99,30,0,0
8678,0.38,0.62,9,0,0
15197,0.89,0.11,33,1,1
444,0.04,0.96,36,0,0
20527,0.43,0.57,10,0,0
12486,0.99,0.01,35,1,1
6968,0.98,0.02,23,1,1
10644,0.55,0.45,19,1,1
12573,0.68,0.32,19,1,0
11235,0.08,0.92,28,0,0
19086,0.02,0.98,28,0,0
17174,0.11,0.89,24,0,0
5036,0.02,0.98,25,0,0
19960,0.45,0.55,6,0,1
170,0.54,0.46,3,1,0
19935,0.96,0.04,36,1,0
9310,0.3,0.7,11,0,1
21297,0.47,0.53,9,0,0
18513,0.54,0.46,21,1,0
542,1.0,0.0,33,1,1
17485,0.82,0.18,18,1,1
1297,0.44,0.56,20,0,1
8493,0.67,0.33,0,1,0
19056,0.97,0.03,35,1,1
5742,0.49,0.51,7,0,0
918,0.45,0.55,5,0,0
12293,0.5,0.5,9,1,1
5335,0.98,0.02,23,1,1
18388,0.93,0.07,34,1,1
10867,0.71,0.29,19,1,1
10193,0.44,0.56,11,0,0
10547,0.54,0.46,5,1,1
9446,0.98,0.02,36,1,1
427,0.16,0.84,3,0,0
2544,0.98,0.02,25,1,1
7985,0.47,0.53,1,0,1
1662,0.55,0.45,4,1,1
3153,0.02,0.98,23,0,0
11838,0.76,0.24,17,1,0
13555,0.56,0.44,0,1,1
20077,0.44,0.56,6,0,1
2548,0.99,0.01,23,1,1
20524,0.9,0.1,32,1,1
9601,0.8,0.2,30,1,1
17073,0.45,0.55,11,0,0
4158,0.64,0.36,17,1,1
14150,0.21,0.79,24,0,0
20373,0.81,0.19,21,1,1
1578,0.75,0.25,17,1,1
5919,0.31,0.69,13,0,0
1433,0.66,0.34,16,1,0
13925,0.3,0.7,11,0,1
20049,0.24,0.76,22,0,0
16780,0.73,0.27,15,1,0
14691,0.03,0.97,27,0,0
7077,0.01,0.99,34,0,0
490,0.57,0.43,4,1,0
11955,0.65,0.35,28,1,0
10245,0.0,1.0,32,0,0
18958,0.92,0.08,24,1,1
16812,0.98,0.02,27,1,1
7661,0.69,0.31,30,1,1
7464,0.66,0.34,20,1,1
1866,0.45,0.55,4,0,0
3764,0.97,0.03,22,1,1
7,0.65,0.35,17,1,1
339,0.04,0.96,34,0,0
11456,0.07,0.93,25,0,0
2124,0.05,0.95,27,0,0
1524,1.0,0.0,24,1,1
19114,0.6,0.4,18,1,1
4106,0.34,0.66,14,0,1
2573,0.58,0.42,23,1,0
14040,0.48,0.52,1,0,0
9581,0.48,0.52,8,0,0
13041,0.17,0.83,21,0,0
11479,0.54,0.46,9,1,1
17229,0.43,0.57,13,0,1
4163,0.38,0.62,12,0,0
942,0.56,0.44,5,1,1
13428,0.01,0.99,29,0,0
7100,0.44,0.56,6,0,0
9526,0.44,0.56,9,0,1
9902,0.45,0.55,11,0,1
18254,0.52,0.48,5,1,1
10552,0.49,0.51,10,0,1
17614,0.51,0.49,6,1,0
8578,0.01,0.99,33,0,0
17970,0.69,0.31,19,1,0
19633,0.47,0.53,11,0,0
12784,0.73,0.27,16,1,0
736,0.99,0.01,27,1,1
9074,0.51,0.49,4,1,0
8372,0.52,0.48,0,1,0
11175,0.71,0.29,18,1,0
14670,0.98,0.02,30,1,1
16604,0.53,0.47,6,1,1
20672,0.97,0.03,30,1,1
9175,0.46,0.54,10,0,0
15958,0.5,0.5,8,1,0
1148,0.87,0.13,29,1,1
559,0.04,0.96,28,0,0
11544,0.96,0.04,31,1,1
3774,0.37,0.63,11,0,0
20515,0.48,0.52,36,0,1
1253,0.04,0.96,31,0,0
9255,0.69,0.31,17,1,1
14300,0.34,0.66,11,0,0
19447,0.41,0.59,23,0,0
1362,0.88,0.12,19,1,0
11269,0.99,0.01,35,1,1
13597,0.06,0.94,36,0,0
14634,0.97,0.03,28,1,1
19537,0.0,1.0,28,0,0
4271,0.42,0.58,4,0,1
14676,0.77,0.23,17,1,1
17172,0.95,0.05,23,1,1
8790,0.65,0.35,20,1,1
2047,0.01,0.99,33,0,0
14795,0.5,0.5,7,1,0
21174,0.3,0.7,29,0,0
5322,0.43,0.57,13,0,0
18676,0.02,0.98,24,0,0
10163,0.79,0.21,17,1,1
6458,0.98,0.02,29,1,1
1901,0.47,0.53,14,0,1
18320,0.96,0.04,27,1,1
11389,0.0,1.0,35,0,0
4668,0.3,0.7,28,0,0
3933,0.35,0.65,12,0,1
15095,0.18,0.82,36,0,0
10618,0.54,0.46,1,1,0
3782,0.57,0.43,1,1,1
9164,0.74,0.26,26,1,1
19360,0.42,0.58,13,0,0
2729,0.08,0.92,25,0,0
4523,0.01,0.99,26,0,0
12875,0.32,0.68,12,0,1
19733,0.0,1.0,31,0,0
13,0.38,0.62,2,0,1
820,0.03,0.97,30,0,0
227,0.42,0.58,24,0,0
18769,0.36,0.64,9,0,1
12076,0.47,0.53,8,0,0
10354,0.0,1.0,35,0,0
9214,0.75,0.25,1,1,1
12413,0.46,0.54,8,0,0
13433,0.1,0.9,27,0,0
10870,0.51,0.49,20,1,0
19363,0.0,1.0,30,0,0
6495,0.07,0.93,34,0,0
11774,0.95,0.05,32,1,1
510,0.57,0.43,15,1,1
8162,0.64,0.36,5,1,1
4575,0.17,0.83,23,0,0
1242,0.78,0.22,16,1,0
272,0.41,0.59,8,0,0
4620,0.48,0.52,2,0,0
19,0.74,0.26,15,1,0
12677,0.04,0.96,25,0,0
6757,0.5,0.5,6,1,0
16922,0.73,0.27,17,1,1
5417,0.41,0.59,0,0,1
7892,1.0,0.0,23,1,1
21439,0.5,0.5,9,1,0
3869,0.21,0.79,30,0,0
3561,0.76,0.24,18,1,1
3137,0.01,0.99,32,0,0
18426,0.58,0.42,0,1,1
12470,0.55,0.45,19,1,0
15399,0.77,0.23,19,1,1
17956,0.47,0.53,16,0,1
3283,0.27,0.73,9,0,0
9337,0.77,0.23,16,1,1
10442,0.49,0.51,0,0,1
18517,0.51,0.49,7,1,1
14655,0.41,0.59,10,0,1
5679,0.78,0.22,21,1,1
12068,0.99,0.01,31,1,1
11990,0.46,0.54,8,0,0
19593,0.75,0.25,18,1,0
18075,0.88,0.12,35,1,1
18972,0.04,0.96,30,0,0
21208,0.49,0.51,1,0,1
12742,0.31,0.69,12,0,1
1304,0.56,0.44,7,1,1
13927,0.45,0.55,10,0,0
13138,0.39,0.61,8,0,0
15684,0.59,0.41,19,1,1
8398,1.0,0.0,31,1,1
9726,0.97,0.03,36,1,1
6402,0.05,0.95,29,0,0
20277,0.02,0.98,33,0,0
4907,0.05,0.95,31,0,0
11312,0.5,0.5,31,1,1
871,0.44,0.56,24,0,1
9406,0.03,0.97,34,0,0
10680,0.53,0.47,10,1,0
16522,0.41,0.59,9,0,0
8024,0.73,0.27,17,1,1
2232,0.01,0.99,34,0,0
8987,0.13,0.87,32,0,0
15643,0.02,0.98,34,0,0
21347,0.61,0.39,15,1,1
5018,0.44,0.56,8,0,1
15178,0.58,0.42,7,1,1
15216,0.91,0.09,29,1,1
5723,0.56,0.44,0,1,0
9739,0.54,0.46,7,1,0
19465,0.79,0.21,16,1,1
3278,0.47,0.53,0,0,0
12726,0.47,0.53,7,0,1
12474,0.55,0.45,6,1,0
7724,0.86,0.14,32,1,1
11293,0.48,0.52,3,0,1
819,0.98,0.02,31,1,1
12804,0.51,0.49,2,1,0
2151,0.72,0.28,19,1,1
19497,0.02,0.98,33,0,0
14930,0.06,0.94,29,0,0
7353,0.28,0.72,27,0,0
7202,0.56,0.44,19,1,0
21327,0.71,0.29,22,1,1
17068,0.47,0.53,8,0,0
17998,0.54,0.46,4,1,1
6190,0.3,0.7,6,0,0
19783,0.45,0.55,9,0,1
4602,0.08,0.92,25,0,0
13457,0.54,0.46,22,1,1
9929,1.0,0.0,35,1,1
6095,0.47,0.53,1,0,1
18590,0.34,0.66,11,0,1
16587,0.53,0.47,1,1,0
14639,0.49,0.51,8,0,1
15338,0.53,0.47,4,1,1
5190,0.5,0.5,8,0,0
2684,0.02,0.98,36,0,0
292,0.49,0.51,13,0,1
14854,0.94,0.06,23,1,1
19127,0.83,0.17,22,1,1
6770,0.46,0.54,11,0,1
1698,0.72,0.28,17,1,0
11576,0.42,0.58,8,0,1
8855,0.43,0.57,7,0,0
8818,0.31,0.69,26,0,1
2029,0.2,0.8,22,0,1
20150,0.56,0.44,0,1,0
4137,0.56,0.44,4,1,1
6604,0.98,0.02,35,1,1
2507,0.96,0.04,35,1,1
13300,0.08,0.92,32,0,0
7932,0.97,0.03,28,1,1
3085,0.88,0.12,19,1,1
4732,0.52,0.48,2,1,0
10332,0.47,0.53,6,0,1
14393,0.56,0.44,9,1,0
12407,0.58,0.42,3,1,1
4909,0.99,0.01,36,1,1
6863,0.99,0.01,36,1,1
4502,0.05,0.95,33,0,1
18692,0.52,0.48,0,1,0
6420,0.44,0.56,9,0,1
5338,0.52,0.48,3,1,0
15590,0.05,0.95,32,0,0
2560,0.98,0.02,28,1,1
10491,0.34,0.66,9,0,0
9299,0.04,0.96,35,0,0
10685,0.85,0.15,32,1,1
994,0.92,0.08,26,1,1
11604,0.02,0.98,28,0,0
13275,0.21,0.79,22,0,0
14837,0.45,0.55,6,0,1
17057,0.56,0.44,4,1,1
18906,0.78,0.22,23,1,1
18433,0.26,0.74,24,0,1
2528,0.0,1.0,36,0,0
19870,0.44,0.56,8,0,0
5946,0.88,0.12,26,1,0
13914,0.5,0.5,5,0,1
20777,0.06,0.94,25,0,0
15412,0.42,0.58,10,0,0
18040,0.94,0.06,30,1,1
239,0.63,0.37,18,1,0
5480,0.46,0.54,13,0,1
18364,0.79,0.21,18,1,0
13643,0.47,0.53,11,0,0
5042,0.42,0.58,10,0,1
435,0.44,0.56,12,0,1
9889,0.63,0.37,20,1,1
16934,0.52,0.48,8,1,1
8091,0.08,0.92,34,0,0
3094,0.08,0.92,35,0,0
16837,0.06,0.94,36,0,0
11425,0.36,0.64,11,0,0
10490,0.32,0.68,14,0,1
19510,0.87,0.13,33,1,1
17214,0.98,0.02,30,1,1
3971,0.99,0.01,34,1,1
17954,0.36,0.64,12,0,1
8178,0.04,0.96,27,0,0
4414,0.05,0.95,30,0,0
13907,0.55,0.45,10,1,0
15671,0.72,0.28,24,1,1
2894,0.47,0.53,0,0,0
3920,0.19,0.81,5,0,0
21461,0.89,0.11,25,1,1
12015,0.27,0.73,24,0,0
8401,0.38,0.62,13,0,1
18050,0.42,0.58,13,0,1
20826,0.59,0.41,0,1,1
18531,0.4,0.6,14,0,1
10834,0.46,0.54,4,0,0
19502,0.36,0.64,10,0,1
15114,0.68,0.32,15,1,0
20773,0.91,0.09,21,1,0
16244,0.71,0.29,19,1,0
1565,0.49,0.51,7,0,1
18861,0.42,0.58,13,0,1
14290,0.82,0.18,30,1,1
12145,0.65,0.35,19,1,0
10783,0.48,0.52,4,0,1
943,0.0,1.0,29,0,0
20117,0.88,0.12,27,1,0
296,0.31,0.69,2,0,0
18147,0.6,0.4,7,1,1
3832,0.72,0.28,25,1,0
8087,0.78,0.22,18,1,1
8645,0.01,0.99,30,0,0
1186,0.38,0.62,14,0,1
9251,0.59,0.41,3,1,1
2364,0.42,0.58,6,0,1
8852,0.66,0.34,22,1,1
17898,0.84,0.16,21,1,1
1393,0.47,0.53,14,0,0
13510,0.5,0.5,4,1,0
6502,0.65,0.35,19,1,0
5879,0.43,0.57,9,0,0
17947,0.32,0.68,33,0,1
21231,1.0,0.0,33,1,1
11720,0.9,0.1,21,1,1
6640,0.72,0.28,24,1,1
17204,0.33,0.67,11,0,1
18571,0.37,0.63,11,0,0
12817,0.97,0.03,24,1,1
13057,0.9,0.1,34,1,1
1124,0.63,0.37,16,1,0
8589,0.56,0.44,15,1,1
21252,0.24,0.76,34,0,1
14090,0.44,0.56,4,0,0
662,0.36,0.64,7,0,0
2277,0.49,0.51,14,0,0
19970,0.33,0.67,13,0,1
8683,0.43,0.57,24,0,0
13573,0.01,0.99,30,0,0
8958,0.93,0.07,33,1,1
15407,0.52,0.48,6,1,1
16036,0.44,0.56,8,0,0
15322,0.33,0.67,14,0,1
13849,0.98,0.02,32,1,1
19163,0.49,0.51,0,0,1
20231,0.72,0.28,18,1,0
14337,0.76,0.24,17,1,1
14593,0.48,0.52,0,0,0
7154,0.38,0.62,20,0,0
17394,0.43,0.57,0,0,0
12671,0.5,0.5,3,1,0
2377,0.06,0.94,23,0,0
11284,0.44,0.56,8,0,0
18139,0.37,0.63,8,0,1
11394,0.5,0.5,3,0,1
15429,0.51,0.49,3,1,0
3091,0.99,0.01,26,1,1
2575,0.98,0.02,29,1,1
9009,0.05,0.95,36,0,0
6020,0.58,0.42,11,1,0
12702,0.01,0.99,32,0,0
19564,0.0,1.0,29,0,0
1674,0.34,0.66,12,0,0
15005,0.98,0.02,35,1,1
7652,0.55,0.45,13,1,1
6762,0.05,0.95,35,0,0
13151,0.57,0.43,19,1,1
18523,0.05,0.95,34,0,0
20899,0.07,0.93,31,0,0
1432,0.52,0.48,3,1,1
21278,0.77,0.23,18,1,1
12221,0.0,1.0,31,0,0
11640,0.49,0.51,15,0,1
6587,0.96,0.04,32,1,1
1154,0.07,0.93,22,0,0
15192,0.52,0.48,8,1,0
205,0.99,0.01,30,1,1
8919,0.53,0.47,3,1,1
15652,1.0,0.0,34,1,1
9918,0.89,0.11,18,1,1
5014,0.95,0.05,35,1,1
8243,0.35,0.65,23,0,0
18065,0.77,0.23,32,1,0
21076,0.53,0.47,5,1,0
5595,0.84,0.16,21,1,1
13243,0.08,0.92,32,0,1
17254,0.25,0.75,25,0,1
20880,0.44,0.56,8,0,0
9942,0.99,0.01,29,1,1
4468,0.99,0.01,29,1,1
857,0.27,0.73,35,0,1
14055,0.45,0.55,22,0,0
17766,0.91,0.09,26,1,1
10361,0.49,0.51,6,0,1
7806,0.44,0.56,17,0,0
1684,0.09,0.91,21,0,0
16281,0.99,0.01,24,1,1
12627,0.75,0.25,19,1,1
13938,0.55,0.45,14,1,0
13301,0.44,0.56,0,0,1
16153,0.97,0.03,34,1,1
16422,0.8,0.2,16,1,1
16624,0.71,0.29,19,1,1
9177,0.04,0.96,36,0,0
2811,0.2,0.8,25,0,1
12386,0.57,0.43,7,1,0
8138,0.32,0.68,20,0,0
11455,0.08,0.92,33,0,0
3475,0.33,0.67,20,0,0
16506,0.99,0.01,31,1,1
10205,0.52,0.48,14,1,1
1390,0.79,0.21,18,1,1
567,0.47,0.53,8,0,1
14124,0.47,0.53,14,0,1
16470,0.81,0.19,19,1,1
10438,0.37,0.63,15,0,0
14724,0.54,0.46,0,1,0
20850,0.99,0.01,33,1,1
15475,0.47,0.53,10,0,0
18413,0.65,0.35,18,1,1
1989,0.98,0.02,22,1,1
6027,0.93,0.07,30,1,1
17945,0.66,0.34,17,1,0
16866,0.52,0.48,24,1,1
6131,0.03,0.97,27,0,0
15244,1.0,0.0,33,1,1
10994,0.56,0.44,3,1,0
10415,0.26,0.74,33,0,0
15326,0.93,0.07,35,1,1
9515,0.62,0.38,19,1,1
14009,0.23,0.77,12,0,0
15055,0.99,0.01,29,1,1
15172,0.26,0.74,36,0,0
14490,0.81,0.19,17,1,1
1481,0.71,0.29,35,1,1
14505,0.5,0.5,5,0,1
7002,0.01,0.99,25,0,0
10246,0.62,0.38,16,1,0
18762,0.99,0.01,24,1,1
804,0.64,0.36,16,1,0
8646,0.01,0.99,27,0,0
9828,0.03,0.97,31,0,0
21357,0.59,0.41,17,1,0
12051,0.43,0.57,10,0,1
19356,0.06,0.94,28,0,0
16843,0.38,0.62,13,0,0
10971,0.65,0.35,19,1,1
1539,0.74,0.26,24,1,1
1852,0.76,0.24,21,1,1
5109,0.02,0.98,22,0,0
3267,0.35,0.65,14,0,0
9252,0.42,0.58,11,0,0
13445,0.06,0.94,22,0,0
2164,0.64,0.36,19,1,1
2401,0.99,0.01,35,1,1
109,0.99,0.01,33,1,1
5119,0.55,0.45,8,1,1
12529,0.19,0.81,24,0,0
12244,0.52,0.48,5,1,0
8019,0.4,0.6,1,0,1
2664,0.47,0.53,0,0,1
10573,0.98,0.02,29,1,1
5085,0.04,0.96,30,0,0
1891,0.52,0.48,3,1,0
15842,0.37,0.63,23,0,0
16693,0.65,0.35,36,1,1
5198,0.06,0.94,27,0,0
17346,0.48,0.52,11,0,1
16865,0.59,0.41,19,1,1
5462,0.01,0.99,32,0,0
18474,0.75,0.25,18,1,1
16418,0.71,0.29,21,1,0
11864,0.25,0.75,12,0,0
18028,0.46,0.54,8,0,0
4622,0.0,1.0,24,0,0
6518,0.12,0.88,31,0,0
4349,0.4,0.6,4,0,0
20326,0.53,0.47,10,1,1
6454,0.24,0.76,13,0,0
9966,0.98,0.02,26,1,1
14790,0.69,0.31,15,1,0
18011,0.97,0.03,23,1,1
11808,0.97,0.03,22,1,1
14780,0.94,0.06,24,1,1
10548,0.02,0.98,36,0,0
17667,0.44,0.56,10,0,0
8940,1.0,0.0,30,1,1
15307,0.01,0.99,25,0,0
8355,0.45,0.55,1,0,0
4733,0.17,0.83,21,0,0
13479,0.13,0.87,34,0,0
13704,0.66,0.34,25,1,1
14491,0.02,0.98,21,0,0
8342,0.54,0.46,0,1,1
8353,0.01,0.99,30,0,0
17299,0.2,0.8,24,0,0
18851,0.52,0.48,4,1,0
14756,0.69,0.31,19,1,0
5682,0.69,0.31,16,1,1
1360,0.6,0.4,23,1,1
14583,0.42,0.58,11,0,0
19554,0.0,1.0,25,0,0
15898,0.54,0.46,4,1,0
13102,0.89,0.11,29,1,1
16599,0.97,0.03,27,1,1
17822,0.46,0.54,5,0,0
19440,0.46,0.54,7,0,1
2265,0.43,0.57,6,0,0
1270,0.9,0.1,31,1,1
10773,0.14,0.86,25,0,0
10817,0.42,0.58,8,0,1
11597,0.47,0.53,4,0,0
20038,0.02,0.98,26,0,0
8708,0.4,0.6,0,0,0
19398,0.73,0.27,16,1,1
12095,0.96,0.04,33,1,1
1288,0.73,0.27,18,1,0
5500,0.76,0.24,16,1,1
2156,0.0,1.0,33,0,0
1453,0.64,0.36,17,1,1
15988,0.6,0.4,22,1,1
13522,0.45,0.55,10,0,0
4785,0.01,0.99,27,0,0
5508,0.96,0.04,36,1,1
8951,0.39,0.61,0,0,1
16973,0.51,0.49,4,1,1
9572,0.6,0.4,16,1,0
6709,0.2,0.8,32,0,0
20251,0.42,0.58,0,0,0
13830,0.09,0.91,30,0,0
12448,0.53,0.47,7,1,1
20382,0.47,0.53,10,0,1
7484,0.26,0.74,23,0,0
2610,0.96,0.04,22,1,1
16319,0.44,0.56,29,0,0
1190,0.31,0.69,7,0,0
3142,0.53,0.47,6,1,0
11909,0.04,0.96,29,0,0
16593,0.0,1.0,27,0,0
19034,0.99,0.01,34,1,1
1589,0.05,0.95,24,0,0
3640,0.46,0.54,6,0,1
5369,0.29,0.71,12,0,0
8908,0.55,0.45,19,1,0
3991,0.8,0.2,22,1,0
706,0.49,0.51,1,0,0
15708,0.24,0.76,12,0,0
3603,0.8,0.2,18,1,1
8412,0.28,0.72,30,0,0
106,0.84,0.16,27,1,1
14221,0.0,1.0,31,0,0
14414,0.45,0.55,3,0,1
16632,0.02,0.98,35,0,0
15533,0.89,0.11,28,1,1
20680,0.47,0.53,0,0,1
11762,0.78,0.22,22,1,0
4294,0.35,0.65,20,0,0
5409,0.71,0.29,18,1,0
18649,0.09,0.91,36,0,0
3064,0.49,0.51,5,0,1
6927,0.8,0.2,21,1,1
11700,0.98,0.02,35,1,1
17861,0.66,0.34,29,1,1
10035,0.8,0.2,18,1,1
12472,0.04,0.96,26,0,0
19508,0.0,1.0,32,0,0
3729,0.67,0.33,5,1,0
8851,0.51,0.49,2,1,0
2301,0.94,0.06,32,1,1
8780,0.06,0.94,23,0,0
9174,0.59,0.41,6,1,1
20127,0.33,0.67,12,0,0
1921,0.66,0.34,15,1,0
12856,0.98,0.02,34,1,1
19411,0.41,0.59,8,0,1
21338,0.08,0.92,24,0,0
1251,0.34,0.66,13,0,1
15188,0.55,0.45,2,1,1
12282,0.01,0.99,32,0,0
12267,0.51,0.49,0,1,1
8244,0.98,0.02,26,1,1
10802,0.72,0.28,17,1,0
3449,0.02,0.98,22,0,0
8410,0.49,0.51,21,0,1
18003,0.87,0.13,21,1,1
16059,0.02,0.98,25,0,1
14210,0.12,0.88,31,0,0
8942,0.0,1.0,35,0,0
19547,0.7,0.3,16,1,0
10778,0.34,0.66,9,0,0
3607,0.19,0.81,14,0,0
7313,0.37,0.63,11,0,0
6203,0.45,0.55,22,0,0
10590,0.32,0.68,14,0,0
10979,0.71,0.29,26,1,1
1224,0.47,0.53,2,0,0
8480,0.5,0.5,3,0,1
6,0.48,0.52,7,0,0
7122,0.53,0.47,14,1,0
5616,0.37,0.63,12,0,1
11304,0.04,0.96,33,0,0
16139,0.49,0.51,4,0,1
8470,0.51,0.49,15,1,1
1978,1.0,0.0,31,1,1
8213,0.62,0.38,11,1,1
13230,0.46,0.54,4,0,0
17162,0.44,0.56,9,0,1
18101,0.98,0.02,32,1,0
16951,0.02,0.98,22,0,0
20474,0.44,0.56,5,0,0
1936,0.46,0.54,7,0,0
19076,0.5,0.5,10,1,0
17845,0.4,0.6,10,0,1
9209,0.34,0.66,17,0,1
16824,0.9,0.1,30,1,1
18947,0.78,0.22,18,1,0
2907,0.73,0.27,32,1,0
6327,0.99,0.01,28,1,1
9527,0.48,0.52,10,0,0
8755,0.53,0.47,19,1,0
14496,0.51,0.49,0,1,1
